Average_Cost_for_two,Table_booking,Online_delivery,delivering_now,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes
300,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,1
100,No,No,No,1,0,White,Not rated,2
500,No,Yes,No,2,0,White,Not rated,2
250,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,1
800,No,No,No,2,3.7,Yellow,Good,281
750,No,No,No,2,3.4,Orange,Average,104
500,No,Yes,No,2,3.6,Yellow,Good,438
700,No,Yes,No,2,4.2,Green,Very Good,73
350,No,Yes,No,1,2.9,Orange,Average,77
700,No,No,No,2,3.6,Yellow,Good,24
500,No,No,No,2,3.7,Yellow,Good,59
400,No,No,No,1,3.8,Yellow,Good,37
400,No,Yes,No,1,2.3,Red,Poor,42
200,No,Yes,No,1,3.1,Orange,Average,5
100,No,No,No,1,2.8,Orange,Average,5
250,No,No,No,1,2.9,Orange,Average,10
500,No,Yes,No,2,2.9,Orange,Average,4
200,No,No,No,1,3,Orange,Average,4
200,No,Yes,No,1,2.8,Orange,Average,4
350,No,No,No,1,2.7,Orange,Average,12
250,No,No,No,1,2.9,Orange,Average,7
300,No,Yes,No,1,2.7,Orange,Average,5
700,No,No,No,2,2.5,Orange,Average,6
300,No,No,No,1,3.1,Orange,Average,14
100,No,No,No,1,3,Orange,Average,4
300,No,No,No,1,3.1,Orange,Average,4
150,No,No,No,1,3.3,Orange,Average,12
300,No,No,No,1,3.1,Orange,Average,10
300,No,No,No,1,3,Orange,Average,4
100,No,No,No,1,3.1,Orange,Average,7
150,No,No,No,1,3,Orange,Average,5
300,No,Yes,No,1,3.1,Orange,Average,4
350,No,Yes,No,1,3.2,Orange,Average,11
500,No,Yes,No,2,2.7,Orange,Average,11
200,No,No,No,1,3,Orange,Average,6
200,No,No,No,1,2.8,Orange,Average,9
400,No,No,No,1,3,Orange,Average,10
50,No,No,No,1,2.8,Orange,Average,6
50,No,No,No,1,2.8,Orange,Average,4
250,No,No,No,1,2.9,Orange,Average,4
300,No,No,No,1,3,Orange,Average,5
400,No,No,No,1,2.8,Orange,Average,7
300,No,No,No,1,2.8,Orange,Average,6
200,No,No,No,1,3,Orange,Average,8
400,No,Yes,No,1,2.7,Orange,Average,6
200,No,No,No,1,2.9,Orange,Average,7
650,No,Yes,No,2,2.8,Orange,Average,12
50,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,3
250,No,Yes,No,1,0,White,Not rated,2
250,No,No,No,1,0,White,Not rated,2
600,No,Yes,No,2,0,White,Not rated,2
250,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,2
300,No,Yes,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,2
200,No,Yes,No,1,0,White,Not rated,3
150,No,No,No,1,0,White,Not rated,2
450,No,Yes,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,1
400,No,Yes,No,1,2.4,Red,Poor,4
450,No,No,No,1,2.6,Orange,Average,33
300,No,No,No,1,2.6,Orange,Average,23
1200,Yes,No,No,3,2.7,Orange,Average,132
700,No,No,No,2,3.4,Orange,Average,25
200,No,No,No,1,2.9,Orange,Average,5
400,No,No,No,1,3.3,Orange,Average,25
250,No,No,No,1,3.4,Orange,Average,99
450,No,No,No,1,2.8,Orange,Average,7
600,No,No,No,2,3.4,Orange,Average,193
250,No,Yes,No,1,3,Orange,Average,38
400,No,No,No,1,2.8,Orange,Average,5
1200,Yes,Yes,No,3,2.6,Orange,Average,86
250,No,No,No,1,2.5,Orange,Average,18
500,No,Yes,No,2,2.5,Orange,Average,163
1500,Yes,Yes,No,3,2.7,Orange,Average,307
600,No,No,No,2,2.9,Orange,Average,9
600,No,Yes,No,2,2.5,Orange,Average,88
500,No,Yes,No,2,3.6,Yellow,Good,160
350,No,Yes,No,1,3.9,Yellow,Good,96
350,No,No,No,1,3.5,Yellow,Good,54
350,No,No,No,1,2.3,Red,Poor,45
600,No,Yes,No,2,2.4,Red,Poor,117
1000,Yes,Yes,No,3,2.2,Red,Poor,79
1000,No,Yes,No,3,2.4,Red,Poor,224
1500,Yes,No,No,3,2.4,Red,Poor,43
900,Yes,Yes,No,2,2,Red,Poor,191
600,No,Yes,No,2,3.4,Orange,Average,398
1100,No,Yes,No,3,3,Orange,Average,145
600,No,Yes,No,2,2.8,Orange,Average,133
2200,Yes,No,No,4,3.3,Orange,Average,89
350,No,Yes,No,1,3.7,Yellow,Good,248
650,No,Yes,No,2,3.8,Yellow,Good,122
850,No,Yes,No,2,3.8,Yellow,Good,123
1000,No,Yes,No,3,3.9,Yellow,Good,40
1000,No,Yes,No,3,3.8,Yellow,Good,619
900,Yes,Yes,No,2,3.8,Yellow,Good,43
900,Yes,Yes,No,2,3.8,Yellow,Good,286
800,No,Yes,No,2,3.7,Yellow,Good,164
800,No,Yes,No,2,3.5,Yellow,Good,170
900,Yes,Yes,No,2,3.5,Yellow,Good,95
950,No,Yes,No,2,3.9,Yellow,Good,191
1500,Yes,Yes,No,3,3.6,Yellow,Good,361
650,No,Yes,No,2,3.8,Yellow,Good,141
1000,No,Yes,No,3,3.8,Yellow,Good,20
700,No,Yes,No,2,3.7,Yellow,Good,185
800,No,No,No,2,0,White,Not rated,2
700,No,Yes,No,2,4.2,Green,Very Good,193
650,No,Yes,No,2,4.1,Green,Very Good,173
900,No,Yes,No,2,4.2,Green,Very Good,62
800,No,Yes,No,2,2.9,Orange,Average,252
700,No,No,No,2,2.8,Orange,Average,145
600,No,No,No,2,3.3,Orange,Average,87
650,No,Yes,No,2,3.3,Orange,Average,199
500,No,Yes,No,2,2.5,Orange,Average,131
750,No,Yes,No,2,3.9,Yellow,Good,105
600,No,Yes,No,2,3.9,Yellow,Good,380
500,No,Yes,No,2,3.6,Yellow,Good,277
850,Yes,Yes,No,2,3.7,Yellow,Good,364
350,No,Yes,No,1,3.2,Orange,Average,22
650,No,Yes,No,2,3.3,Orange,Average,47
150,No,No,No,1,3.3,Orange,Average,28
150,No,No,No,1,3.1,Orange,Average,14
400,No,No,No,1,3.4,Orange,Average,20
900,Yes,No,No,2,2.9,Orange,Average,6
250,No,No,No,1,3.1,Orange,Average,9
1500,No,Yes,No,3,2.8,Orange,Average,9
350,No,No,No,1,3.3,Orange,Average,23
300,No,Yes,No,1,2.7,Orange,Average,26
150,No,No,No,1,3.1,Orange,Average,8
600,No,No,No,2,3.1,Orange,Average,31
400,No,Yes,No,1,3.2,Orange,Average,28
300,No,Yes,No,1,3.3,Orange,Average,18
700,No,Yes,No,2,2.8,Orange,Average,299
1100,Yes,Yes,No,3,3.3,Orange,Average,52
300,No,No,No,1,3.1,Orange,Average,9
200,No,No,No,1,3.3,Orange,Average,40
300,No,Yes,No,1,3.5,Yellow,Good,37
600,No,No,No,2,3.6,Yellow,Good,80
450,No,No,No,1,3.6,Yellow,Good,34
900,No,Yes,No,2,3.5,Yellow,Good,21
1700,Yes,No,No,3,3.7,Yellow,Good,76
250,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,1
1000,No,No,No,3,0,White,Not rated,2
200,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,1
600,No,No,No,2,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
2000,No,No,No,4,4.3,Green,Very Good,114
50,No,No,No,1,2.8,Orange,Average,7
150,No,No,No,1,2.9,Orange,Average,16
350,No,No,No,1,3,Orange,Average,31
500,No,No,No,2,2.8,Orange,Average,7
400,No,No,No,1,3.2,Orange,Average,13
400,No,Yes,No,1,3.1,Orange,Average,36
700,No,No,No,2,2.6,Orange,Average,17
450,No,No,No,1,3.3,Orange,Average,32
300,No,No,No,1,3,Orange,Average,5
250,No,No,No,1,3.4,Orange,Average,31
350,No,No,No,1,3.3,Orange,Average,30
550,No,No,No,2,2.9,Orange,Average,14
200,No,No,No,1,2.9,Orange,Average,4
400,No,No,No,1,2.9,Orange,Average,10
100,No,No,No,1,3.1,Orange,Average,16
200,No,No,No,1,3,Orange,Average,4
400,No,Yes,No,1,3.7,Yellow,Good,32
300,No,No,No,1,0,White,Not rated,3
150,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,2
350,No,No,No,1,0,White,Not rated,1
350,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,3
200,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
50,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,3
400,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,1
150,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
250,No,No,No,1,0,White,Not rated,3
150,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,2
100,No,No,No,1,0,White,Not rated,0
50,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
800,Yes,No,No,2,3.3,Orange,Average,43
300,No,No,No,1,3.1,Orange,Average,25
300,No,No,No,1,3.4,Orange,Average,43
300,No,No,No,1,3.1,Orange,Average,10
200,No,No,No,1,3,Orange,Average,16
500,No,Yes,No,2,3.4,Orange,Average,168
200,No,Yes,No,1,3.3,Orange,Average,12
350,No,No,No,1,3.3,Orange,Average,27
200,No,No,No,1,2.9,Orange,Average,19
400,No,Yes,No,1,3.1,Orange,Average,15
800,Yes,Yes,No,2,3.3,Orange,Average,732
800,Yes,Yes,No,2,3.4,Orange,Average,430
900,No,No,No,2,4.6,Dark Green,Excellent,1136
300,No,No,No,1,3.8,Yellow,Good,114
600,No,No,No,2,3.8,Yellow,Good,429
250,No,Yes,No,1,3.5,Yellow,Good,65
700,No,Yes,No,2,3.5,Yellow,Good,349
500,No,No,No,2,3.6,Yellow,Good,480
400,No,No,No,1,3.6,Yellow,Good,314
800,Yes,Yes,No,2,3.7,Yellow,Good,344
150,No,No,No,1,3.5,Yellow,Good,18
800,No,Yes,No,2,3.9,Yellow,Good,419
150,No,No,No,1,3.5,Yellow,Good,27
700,No,Yes,No,2,3.5,Yellow,Good,359
500,No,Yes,No,2,3.6,Yellow,Good,555
900,No,No,No,2,4.1,Green,Very Good,506
600,No,No,No,2,4.3,Green,Very Good,3986
400,No,No,No,1,4.2,Green,Very Good,741
800,No,Yes,No,2,4.1,Green,Very Good,636
200,No,Yes,No,1,4.4,Green,Very Good,163
350,No,No,No,1,4,Green,Very Good,90
300,No,No,No,1,3.4,Orange,Average,19
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,3.3,Orange,Average,15
300,No,No,No,1,3.3,Orange,Average,23
300,No,No,No,1,3.4,Orange,Average,28
150,No,No,No,1,2.8,Orange,Average,14
400,No,No,No,1,3,Orange,Average,41
450,No,No,No,1,3,Orange,Average,16
200,No,No,No,1,2.7,Orange,Average,11
500,No,No,No,2,2.6,Orange,Average,20
400,No,No,No,1,3.3,Orange,Average,55
350,No,No,No,1,2.9,Orange,Average,6
400,No,No,No,1,3,Orange,Average,6
750,No,No,No,2,3.2,Orange,Average,20
850,Yes,No,No,2,3.3,Orange,Average,16
100,No,No,No,1,3.2,Orange,Average,17
350,No,No,No,1,2.6,Orange,Average,44
600,No,Yes,No,2,3.1,Orange,Average,5
300,No,No,No,1,3,Orange,Average,5
100,No,No,No,1,3.3,Orange,Average,26
100,No,No,No,1,3.1,Orange,Average,8
300,No,No,No,1,3.3,Orange,Average,21
600,No,No,No,2,3.2,Orange,Average,13
300,No,No,No,1,3.4,Orange,Average,33
500,No,No,No,2,2.6,Orange,Average,33
200,No,No,No,1,3.1,Orange,Average,8
300,No,No,No,1,3.3,Orange,Average,33
200,No,No,No,1,3,Orange,Average,10
350,No,Yes,No,1,2.8,Orange,Average,31
300,No,No,No,1,3.1,Orange,Average,34
600,No,No,No,2,2.8,Orange,Average,20
300,No,No,No,1,3.1,Orange,Average,12
650,No,No,No,2,3.1,Orange,Average,24
350,No,Yes,No,1,2.7,Orange,Average,44
350,No,No,No,1,3.3,Orange,Average,15
400,No,No,No,1,3.1,Orange,Average,17
400,No,No,No,1,2.8,Orange,Average,37
250,No,No,No,1,3.2,Orange,Average,10
300,No,No,No,1,3.2,Orange,Average,9
400,No,No,No,1,3.1,Orange,Average,23
550,No,No,No,2,3.4,Orange,Average,23
450,No,No,No,1,2.8,Orange,Average,11
100,No,No,No,1,3,Orange,Average,4
100,No,No,No,1,3,Orange,Average,4
350,No,No,No,1,3.3,Orange,Average,42
250,No,No,No,1,3.4,Orange,Average,35
800,Yes,No,No,2,2.6,Orange,Average,43
500,No,Yes,No,2,2.6,Orange,Average,28
200,No,No,No,1,3.2,Orange,Average,17
1150,Yes,Yes,No,3,3.4,Orange,Average,40
600,No,No,No,2,3.4,Orange,Average,26
600,No,No,No,2,3.2,Orange,Average,49
1100,Yes,No,No,3,3.2,Orange,Average,31
300,No,No,No,1,3.1,Orange,Average,7
100,No,No,No,1,2.6,Orange,Average,42
300,No,No,No,1,3.5,Yellow,Good,36
700,No,No,No,2,3.5,Yellow,Good,56
600,No,No,No,2,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,2
600,No,Yes,No,2,2.3,Red,Poor,26
350,No,No,No,1,2.8,Orange,Average,14
100,No,No,No,1,2.9,Orange,Average,5
400,No,Yes,No,1,3.4,Orange,Average,33
450,No,Yes,No,1,3.3,Orange,Average,114
350,No,Yes,No,1,3.1,Orange,Average,7
200,No,No,No,1,3.2,Orange,Average,12
400,No,No,No,1,3,Orange,Average,6
300,No,No,No,1,3.3,Orange,Average,12
600,No,No,No,2,2.6,Orange,Average,54
450,No,No,No,1,3.1,Orange,Average,5
400,No,No,No,1,2.5,Orange,Average,51
400,No,No,No,1,3.3,Orange,Average,21
400,No,No,No,1,3.2,Orange,Average,10
400,No,No,No,1,2.9,Orange,Average,4
500,No,Yes,No,2,3.5,Yellow,Good,37
600,No,Yes,No,2,3.8,Yellow,Good,122
800,No,Yes,No,2,3.6,Yellow,Good,126
300,No,Yes,No,1,3.6,Yellow,Good,35
500,No,No,No,2,3.6,Yellow,Good,26
600,No,No,No,2,3.6,Yellow,Good,168
200,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
500,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,2.4,Red,Poor,29
400,No,Yes,No,1,2.2,Red,Poor,64
300,No,Yes,No,1,2.4,Red,Poor,10
300,No,No,No,1,2.6,Orange,Average,19
400,No,No,No,1,3.4,Orange,Average,35
250,No,No,No,1,3,Orange,Average,24
150,No,No,No,1,3.2,Orange,Average,8
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,3.4,Orange,Average,86
500,No,Yes,No,2,2.1,Red,Poor,152
1500,Yes,No,No,3,3.5,Yellow,Good,178
500,No,Yes,No,2,3.4,Orange,Average,86
400,No,No,No,1,3.5,Yellow,Good,216
400,No,Yes,No,1,3.7,Yellow,Good,83
400,No,Yes,No,1,4.1,Green,Very Good,491
400,No,No,No,1,3.1,Orange,Average,5
600,No,No,No,2,3.2,Orange,Average,17
500,No,Yes,No,2,3.1,Orange,Average,25
350,No,No,No,1,3.1,Orange,Average,8
1000,No,No,No,3,3.6,Yellow,Good,22
500,No,No,No,2,0,White,Not rated,3
550,No,No,No,2,0,White,Not rated,3
600,No,No,No,2,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,0,White,Not rated,3
1000,No,No,No,3,0,White,Not rated,1
650,No,No,No,2,0,White,Not rated,2
800,No,No,No,2,0,White,Not rated,0
700,No,No,No,2,0,White,Not rated,3
600,No,Yes,No,2,2.7,Orange,Average,33
150,No,No,No,1,3.3,Orange,Average,39
400,No,No,No,1,3.1,Orange,Average,9
250,No,No,No,1,3.3,Orange,Average,28
350,No,No,No,1,3.1,Orange,Average,30
600,No,No,No,2,2.7,Orange,Average,5
300,No,No,No,1,2.7,Orange,Average,52
350,No,No,No,1,2.9,Orange,Average,5
600,No,No,No,2,3.2,Orange,Average,46
1000,Yes,No,No,3,3,Orange,Average,42
400,No,Yes,No,1,2.7,Orange,Average,128
450,No,No,No,1,3.2,Orange,Average,30
400,No,No,No,1,2.7,Orange,Average,8
450,No,No,No,1,3,Orange,Average,25
150,No,No,No,1,3.9,Yellow,Good,109
500,No,Yes,No,2,3.7,Yellow,Good,334
150,No,No,No,1,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,3
350,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,0
150,No,No,No,1,0,White,Not rated,1
450,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
600,No,No,No,2,0,White,Not rated,0
200,No,No,No,1,0,White,Not rated,1
500,No,No,No,2,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
350,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,0
250,No,No,No,1,0,White,Not rated,1
800,No,No,No,2,0,White,Not rated,1
500,No,No,No,2,3.1,Orange,Average,15
600,No,Yes,No,2,3.4,Orange,Average,50
800,Yes,No,No,2,2.9,Orange,Average,6
450,No,No,No,1,3.2,Orange,Average,45
600,No,No,No,2,0,White,Not rated,3
300,No,No,No,1,3.1,Orange,Average,47
200,No,Yes,No,1,3.5,Yellow,Good,94
400,No,Yes,No,1,3.7,Yellow,Good,331
300,No,No,No,1,3.8,Yellow,Good,603
2600,Yes,No,No,4,3,Orange,Average,579
600,No,No,No,2,3.5,Yellow,Good,169
1100,Yes,Yes,No,3,3.5,Yellow,Good,278
2000,Yes,No,No,4,2.4,Red,Poor,221
1100,Yes,No,No,3,3.4,Orange,Average,120
1500,Yes,No,No,3,3.4,Orange,Average,215
350,No,No,No,1,2.7,Orange,Average,212
250,No,No,No,1,4.5,Dark Green,Excellent,324
700,No,No,No,2,4.5,Dark Green,Excellent,147
650,No,No,No,2,3.5,Yellow,Good,23
1500,Yes,Yes,No,3,3.9,Yellow,Good,199
650,No,Yes,No,2,3.8,Yellow,Good,458
400,No,No,No,1,3.9,Yellow,Good,124
1400,Yes,Yes,No,3,3.9,Yellow,Good,173
600,No,No,No,2,3.7,Yellow,Good,64
600,No,No,No,2,3.7,Yellow,Good,86
900,No,Yes,No,2,3.7,Yellow,Good,214
400,No,No,No,1,3.8,Yellow,Good,169
1800,No,No,No,3,3.9,Yellow,Good,749
1000,No,No,No,3,3.9,Yellow,Good,173
1600,Yes,Yes,No,3,3.9,Yellow,Good,366
400,No,No,No,1,3.9,Yellow,Good,232
550,No,Yes,No,2,3.6,Yellow,Good,397
350,No,No,No,1,3.7,Yellow,Good,22
500,No,No,No,2,3.5,Yellow,Good,13
400,No,Yes,No,1,3.7,Yellow,Good,518
1600,Yes,Yes,No,3,3.8,Yellow,Good,67
1500,Yes,No,No,3,4.1,Green,Very Good,567
1500,Yes,Yes,No,3,4.1,Green,Very Good,750
1500,Yes,No,No,3,4.1,Green,Very Good,322
1600,Yes,Yes,No,3,4.3,Green,Very Good,428
650,No,Yes,No,2,4,Green,Very Good,91
1350,No,No,No,3,4,Green,Very Good,121
1300,No,No,No,3,4,Green,Very Good,617
750,No,Yes,No,2,4.2,Green,Very Good,316
1500,Yes,No,No,3,3.4,Orange,Average,67
2000,Yes,No,No,4,3.2,Orange,Average,27
350,No,No,No,1,3.4,Orange,Average,96
650,No,Yes,No,2,3.1,Orange,Average,112
350,No,Yes,No,1,2.6,Orange,Average,12
600,No,No,No,2,2.5,Orange,Average,24
1500,Yes,Yes,No,3,3.3,Orange,Average,129
650,No,Yes,No,2,3.9,Yellow,Good,44
1200,No,No,No,3,3.7,Yellow,Good,330
600,No,Yes,No,2,0,White,Not rated,3
1800,Yes,No,No,3,3.4,Orange,Average,299
400,No,Yes,No,1,3.6,Yellow,Good,46
600,No,Yes,No,2,3.7,Yellow,Good,481
2000,Yes,No,No,4,3.8,Yellow,Good,240
1900,Yes,No,No,3,3.8,Yellow,Good,240
300,No,No,No,1,0,White,Not rated,0
450,No,No,No,1,0,White,Not rated,3
300,No,No,No,1,0,White,Not rated,1
600,No,No,No,2,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,0
500,No,Yes,No,2,0,White,Not rated,2
1000,No,No,No,3,0,White,Not rated,0
1300,Yes,Yes,No,3,4.1,Green,Very Good,111
700,No,No,No,2,4,Green,Very Good,59
500,No,No,No,2,0,White,Not rated,0
1200,Yes,No,No,3,3.3,Orange,Average,19
400,No,Yes,No,1,2.5,Orange,Average,6
500,No,Yes,No,2,2.6,Orange,Average,36
200,No,Yes,No,1,2.5,Orange,Average,4
450,No,No,No,1,2.8,Orange,Average,24
600,No,Yes,No,2,3.2,Orange,Average,24
800,Yes,No,No,2,3.1,Orange,Average,17
350,No,No,No,1,3.2,Orange,Average,20
300,No,Yes,No,1,3.1,Orange,Average,37
600,No,No,No,2,2.8,Orange,Average,16
100,No,No,No,1,2.8,Orange,Average,9
500,No,Yes,No,2,3,Orange,Average,9
600,No,No,No,2,2.8,Orange,Average,21
250,No,Yes,No,1,2.8,Orange,Average,18
400,No,Yes,No,1,2.6,Orange,Average,12
500,No,No,No,2,2.9,Orange,Average,4
900,Yes,No,No,2,3.1,Orange,Average,8
600,No,Yes,No,2,2.7,Orange,Average,25
1000,Yes,Yes,No,3,2.9,Orange,Average,43
600,No,No,No,2,2.5,Orange,Average,10
600,No,No,No,2,2.8,Orange,Average,50
700,No,No,No,2,3.5,Yellow,Good,56
350,No,No,No,1,3.8,Yellow,Good,80
500,No,No,No,2,3.5,Yellow,Good,28
300,No,Yes,No,1,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,2
400,No,No,No,1,0,White,Not rated,1
400,No,Yes,No,1,0,White,Not rated,0
300,No,Yes,No,1,0,White,Not rated,3
350,No,Yes,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,3
500,No,No,No,2,0,White,Not rated,2
300,No,No,No,1,0,White,Not rated,3
300,No,Yes,No,1,0,White,Not rated,1
1000,Yes,No,No,3,0,White,Not rated,3
100,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,2
500,No,Yes,No,2,2.9,Orange,Average,55
500,No,Yes,No,2,2.7,Orange,Average,10
300,No,No,No,1,3.1,Orange,Average,16
1300,Yes,No,No,3,3,Orange,Average,7
2000,Yes,No,No,4,0,White,Not rated,0
1200,Yes,No,No,3,0,White,Not rated,0
1000,Yes,Yes,No,3,2.6,Orange,Average,192
500,No,Yes,No,2,2.8,Orange,Average,109
350,No,Yes,No,1,3.2,Orange,Average,49
600,No,No,No,2,2.6,Orange,Average,44
400,No,Yes,No,1,3.4,Orange,Average,29
300,No,No,No,1,3.1,Orange,Average,21
600,No,No,No,2,2.7,Orange,Average,33
350,No,No,No,1,3.6,Yellow,Good,97
250,No,Yes,No,1,3.5,Yellow,Good,24
500,No,Yes,No,2,3.9,Yellow,Good,40
150,No,Yes,No,1,3.6,Yellow,Good,280
650,No,Yes,No,2,3.6,Yellow,Good,582
300,No,No,No,1,0,White,Not rated,2
1000,No,No,No,3,3.4,Orange,Average,29
2000,Yes,No,No,4,3.2,Orange,Average,20
900,No,No,No,2,2.9,Orange,Average,14
3500,Yes,No,No,4,3.5,Yellow,Good,79
1500,Yes,No,No,3,3.3,Orange,Average,29
2200,Yes,No,No,4,0,White,Not rated,1
500,No,Yes,No,2,3.3,Orange,Average,14
600,No,Yes,No,2,3,Orange,Average,18
500,No,No,No,2,3.1,Orange,Average,6
300,No,No,No,1,3.4,Orange,Average,16
950,No,No,No,2,3.2,Orange,Average,6
600,No,No,No,2,2.9,Orange,Average,7
500,No,Yes,No,2,2.5,Orange,Average,15
450,No,Yes,No,1,3.2,Orange,Average,13
700,No,No,No,2,3,Orange,Average,10
1000,No,No,No,3,2.6,Orange,Average,7
500,No,Yes,No,2,2.6,Orange,Average,5
350,No,No,No,1,2.8,Orange,Average,5
450,No,No,No,1,2.8,Orange,Average,6
1000,No,No,No,3,3.5,Yellow,Good,18
1200,No,No,No,3,3.8,Yellow,Good,46
400,No,No,No,1,3.5,Yellow,Good,34
600,No,Yes,No,2,3.6,Yellow,Good,20
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,3
250,No,No,No,1,0,White,Not rated,1
600,No,No,No,2,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,0
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
300,No,No,No,1,0,White,Not rated,1
200,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
400,No,No,No,1,0,White,Not rated,0
600,No,Yes,No,2,2.3,Red,Poor,8
400,No,Yes,No,1,2.3,Red,Poor,27
200,No,No,No,1,0,White,Not rated,0
100,No,No,No,1,0,White,Not rated,0
2200,Yes,No,No,4,3.2,Orange,Average,135
1700,Yes,No,No,3,3.3,Orange,Average,61
